Order_ID,Customer_ID,Product_ID,Store_ID,Order_Date,Ship_Date,Month,Quarter,Year,Country,Nation,Region,City,Product_Category,Product_Subcategory,Product_Name,Sales_Channel,Customer_Segment,Units_Sold,Unit_Price,Discount,Revenue,Cost,Profit,Profit_Margin,Payment_Method,Delivery_Type,Satisfaction_Score,Returned_Units,Delivery_Days,Order_Status
ORD2025-02531,CUST00802,CAT027,ECH001,2025-08-14,2025-08-16,Aug,Q3,2025,United Kingdom,England,East Midlands,Leicester,Storage,Organisation,Metro Storage Box Pack,Online,Small Business,2,19.74,0.11,35.14,19.83,15.31,0.4357,Card,Click & Collect,4.1,0,2,Completed
ORD2025-02532,CUST01563,CAT029,ECH001,2024-04-07,2024-04-12,Apr,Q2,2024,United Kingdom,England,North East,Newcastle upon Tyne,Storage,Laundry,FreshFold Laundry Basket,Online,Consumer,2,26.21,0.08,48.23,29.54,18.69,0.3875,Bank Transfer,Standard,2.9,0,5,Delivered Late
ORD2025-02533,CUST00246,CAT033,STR007,2025-04-17,2025-04-17,Apr,Q2,2025,United Kingdom,Wales,Wales,Cardiff,Home Accessories,Decor,Elm Photo Frame Set,In-Store,Home Office,2,17.31,0.0,34.62,15.27,19.35,0.5589,Card,Store Pickup,4.0,0,0,Completed
ORD2025-02534,CUST01238,CAT002,ECH003,2025-07-25,2025-07-28,Jul,Q3,2025,United Kingdom,Wales,Wales,Swansea,Home Accessories,Lighting,Harbour Floor Lamp,Online,Consumer,2,80.8,0.0,161.6,104.1,57.5,0.3558,Card,Click & Collect,3.9,0,3,Completed
ORD2025-02535,CUST00466,CAT032,STR006,2025-05-14,2025-05-14,May,Q2,2025,United Kingdom,Scotland,Scotland,Glasgow,Cleaning,Consumables,Eco Wipe Refill Bundle,In-Store,Small Business,2,15.21,0.1,27.38,12.99,14.39,0.5256,Card,Store Pickup,5.0,0,0,Completed
ORD2025-02536,CUST00132,CAT025,ECH002,2024-01-16,2024-01-18,Jan,Q1,2024,United Kingdom,England,East of England,Norwich,Personal Care,Wellbeing,PureMist Humidifier,Online,Premium,6,56.07,0.0,336.42,206.9,129.52,0.385,Card,Express,4.0,0,2,Completed
ORD2025-02537,CUST00646,CAT037,STR005,2025-04-04,2025-04-04,Apr,Q2,2025,United Kingdom,England,South West,Bristol,Electronics,Workspace,Clarity Monitor Light,In-Store,Consumer,2,46.34,0.0,92.68,56.14,36.54,0.3943,Digital Wallet,Store Pickup,4.4,0,0,Completed
ORD2025-02538,CUST00239,CAT027,STR005,2024-06-03,2024-06-03,Jun,Q2,2024,United Kingdom,England,South West,Bristol,Storage,Organisation,Metro Storage Box Pack,In-Store,Consumer,2,18.91,0.0,37.82,16.01,21.81,0.5767,PayPal,Store Pickup,4.5,0,0,Completed
ORD2025-02539,CUST00415,CAT023,ECH003,2025-04-05,2025-04-08,Apr,Q2,2025,United Kingdom,England,North West,Manchester,Garden,Outdoor Living,Oakwell Planter Trio,Online,Consumer,1,47.15,0.07,43.85,28.02,15.83,0.361,Card,Standard,3.8,1,3,Returned
ORD2025-02540,CUST01126,CAT032,STR009,2025-09-20,2025-09-22,Sep,Q3,2025,United Kingdom,England,East Midlands,Nottingham,Cleaning,Consumables,Eco Wipe Refill Bundle,In-Store,Consumer,3,16.14,0.0,48.42,20.75,27.67,0.5715,PayPal,Click & Collect,4.1,0,2,Completed
ORD2025-02541,CUST00867,CAT030,STR002,2024-03-03,2024-03-03,Mar,Q1,2024,United Kingdom,England,West Midlands,Birmingham,Cleaning,Home Care,Swift Steam Mop,In-Store,Premium,5,82.55,0.0,412.75,276.86,135.89,0.3292,PayPal,Store Pickup,4.2,0,0,Completed
ORD2025-02542,CUST01137,CAT022,STR001,2024-03-20,2024-03-20,Mar,Q1,2024,United Kingdom,England,North West,Manchester,Garden,Outdoor Living,Meadow Bistro Set,In-Store,Premium,2,192.38,0.1,346.28,258.62,87.66,0.2531,Card,Store Pickup,4.6,0,0,Completed
ORD2025-02543,CUST00032,CAT026,STR003,2024-05-02,2024-05-02,May,Q2,2024,United Kingdom,England,Yorkshire and The Humber,Leeds,Personal Care,Wellbeing,CalmAir Diffuser,In-Store,Consumer,1,38.06,0.06,35.78,20.95,14.83,0.4145,Card,Store Pickup,4.1,0,0,Completed
ORD2025-02544,CUST01378,CAT009,STR006,2024-04-30,2024-04-30,Apr,Q2,2024,United Kingdom,Scotland,Scotland,Glasgow,Furniture,Bedroom,Oxford Bedside Table,In-Store,Consumer,2,88.82,0.06,166.98,111.12,55.86,0.3345,Digital Wallet,Store Pickup,4.0,0,0,Completed
ORD2025-02545,CUST00088,CAT035,ECH002,2024-08-12,2024-08-16,Aug,Q3,2024,United Kingdom,England,South West,Bristol,Furniture,Workspace,Apex Office Chair,Online,Premium,1,165.54,0.08,152.3,117.94,34.36,0.2256,Digital Wallet,Standard,4.6,0,4,Completed
ORD2025-02546,CUST00134,CAT011,STR002,2024-12-02,2024-12-04,Dec,Q4,2024,United Kingdom,England,West Midlands,Birmingham,Furniture,Dining,Abbey Dining Chair,In-Store,Premium,1,74.51,0.0,74.51,46.65,27.86,0.3739,Card,Standard,3.8,0,2,Completed
ORD2025-02547,CUST00894,CAT036,STR002,2024-09-10,2024-09-10,Sep,Q3,2024,United Kingdom,England,West Midlands,Birmingham,Furniture,Workspace,Apex Standing Desk,In-Store,Consumer,1,288.33,0.06,271.03,213.4,57.63,0.2126,Digital Wallet,Store Pickup,3.8,0,0,Completed
ORD2025-02548,CUST01228,CAT007,STR010,2025-02-22,2025-02-22,Feb,Q1,2025,United Kingdom,England,North East,Newcastle upon Tyne,Furniture,Living Room,Riverside Coffee Table,In-Store,Home Office,1,138.9,0.15,118.06,93.08,24.98,0.2116,Card,Store Pickup,4.8,0,0,Completed
ORD2025-02549,CUST01366,CAT031,ECH002,2025-11-30,2025-12-04,Nov,Q4,2025,United Kingdom,England,East of England,Cambridge,Cleaning,Home Care,PureClean Vacuum,Online,Consumer,1,148.53,0.0,148.53,105.6,42.93,0.289,Card,Standard,4.9,0,4,Completed
ORD2025-02550,CUST01424,CAT002,ECH003,2024-02-04,2024-02-07,Feb,Q1,2024,United Kingdom,England,South East,Reading,Home Accessories,Lighting,Harbour Floor Lamp,Online,Consumer,4,78.21,0.08,287.81,206.34,81.47,0.2831,Card,Standard,4.0,0,3,Completed
ORD2025-02551,CUST01493,CAT029,STR009,2024-03-18,2024-03-18,Mar,Q1,2024,United Kingdom,England,East Midlands,Nottingham,Storage,Laundry,FreshFold Laundry Basket,In-Store,Home Office,1,25.56,0.0,25.56,12.19,13.37,0.5231,PayPal,Store Pickup,4.2,0,0,Completed
ORD2025-02552,CUST00588,CAT021,ECH001,2025-03-31,2025-04-05,Mar,Q1,2025,United Kingdom,England,North East,Newcastle upon Tyne,Electronics,Workspace,Folio USB-C Dock,Online,Consumer,1,118.63,0.07,110.33,91.13,19.2,0.174,Bank Transfer,Standard,3.8,0,5,Completed
ORD2025-02553,CUST00626,CAT028,STR004,2025-02-09,2025-02-11,Feb,Q1,2025,United Kingdom,England,North West,Liverpool,Storage,Organisation,Studio Shelf Unit,In-Store,Small Business,2,93.55,0.0,187.1,124.88,62.22,0.3325,Card,Standard,4.2,0,2,Completed
ORD2025-02554,CUST01121,CAT012,STR002,2025-03-19,2025-03-19,Mar,Q1,2025,United Kingdom,England,West Midlands,Birmingham,Furniture,Dining,Bromley Dining Table,In-Store,Premium,1,308.41,0.04,296.07,236.92,59.15,0.1998,Digital Wallet,Store Pickup,4.7,0,0,Completed
ORD2025-02555,CUST00577,CAT006,STR003,2024-06-23,2024-06-23,Jun,Q2,2024,United Kingdom,England,Yorkshire and The Humber,Leeds,Home Accessories,Soft Furnishings,Hearth Throw Blanket,In-Store,Small Business,2,35.32,0.0,70.64,35.91,34.73,0.4916,Card,Store Pickup,4.3,0,0,Completed
ORD2025-02556,CUST00192,CAT026,ECH002,2024-06-04,2024-06-09,Jun,Q2,2024,United Kingdom,England,Yorkshire and The Humber,Leeds,Personal Care,Wellbeing,CalmAir Diffuser,Online,Consumer,2,37.09,0.07,68.99,48.78,20.21,0.2929,Card,Standard,4.0,0,5,Completed
ORD2025-02557,CUST00230,CAT029,ECH002,2024-09-18,2024-09-23,Sep,Q3,2024,United Kingdom,England,South East,Reading,Storage,Laundry,FreshFold Laundry Basket,Online,Small Business,3,25.37,0.07,70.78,43.01,27.77,0.3923,Digital Wallet,Standard,4.0,0,5,Completed
ORD2025-02558,CUST01144,CAT011,STR006,2024-07-31,2024-07-31,Jul,Q3,2024,United Kingdom,Scotland,Scotland,Glasgow,Furniture,Dining,Abbey Dining Chair,In-Store,Consumer,1,72.86,0.06,68.49,43.6,24.89,0.3634,Digital Wallet,Store Pickup,4.6,0,0,Completed
ORD2025-02559,CUST00501,CAT012,ECH003,2025-06-17,2025-06-19,Jun,Q2,2025,United Kingdom,England,South West,Bristol,Furniture,Dining,Bromley Dining Table,Online,Consumer,1,320.28,0.0,320.28,250.04,70.24,0.2193,Card,Express,4.6,0,2,Completed
ORD2025-02560,CUST01204,CAT021,ECH003,2024-06-26,2024-06-28,Jun,Q2,2024,United Kingdom,England,North West,Manchester,Electronics,Workspace,Folio USB-C Dock,Online,Home Office,2,120.61,0.0,241.22,179.04,62.18,0.2578,Bank Transfer,Click & Collect,4.5,0,2,Completed
ORD2025-02561,CUST01592,CAT027,STR003,2025-10-23,2025-10-23,Oct,Q4,2025,United Kingdom,England,Yorkshire and The Humber,Leeds,Storage,Organisation,Metro Storage Box Pack,In-Store,Consumer,1,18.89,0.0,18.89,8.3,10.59,0.5606,Card,Store Pickup,4.3,0,0,Completed
ORD2025-02562,CUST00899,CAT026,STR009,2025-11-26,2025-11-28,Nov,Q4,2025,United Kingdom,England,South East,Reading,Personal Care,Wellbeing,CalmAir Diffuser,In-Store,Small Business,1,41.57,0.09,37.83,21.79,16.04,0.424,Digital Wallet,Click & Collect,5.0,0,2,Completed
ORD2025-02563,CUST00133,CAT018,ECH002,2024-03-27,2024-04-02,Mar,Q1,2024,United Kingdom,England,North East,Sunderland,Electronics,Small Tech,Pulse Bluetooth Speaker,Online,Premium,1,60.24,0.08,55.42,43.33,12.09,0.2182,Card,Standard,4.2,0,6,Completed
ORD2025-02564,CUST00584,CAT033,STR009,2024-07-09,2024-07-09,Jul,Q3,2024,United Kingdom,England,South East,Reading,Home Accessories,Decor,Elm Photo Frame Set,In-Store,Consumer,2,18.21,0.07,33.87,14.87,19.0,0.561,Card,Store Pickup,4.2,0,0,Completed
ORD2025-02565,CUST00835,CAT025,STR004,2025-10-27,2025-10-27,Oct,Q4,2025,United Kingdom,England,London,London,Personal Care,Wellbeing,PureMist Humidifier,In-Store,Home Office,2,60.2,0.06,113.18,61.66,51.52,0.4552,Digital Wallet,Store Pickup,4.1,0,0,Completed
ORD2025-02566,CUST00515,CAT015,STR007,2025-12-26,2025-12-28,Dec,Q4,2025,United Kingdom,Wales,Wales,Cardiff,Kitchen,Storage,Pantry Glass Jar Set,In-Store,Consumer,1,22.42,0.06,21.07,12.45,8.62,0.4091,Card,Standard,4.9,0,2,Completed
ORD2025-02567,CUST00987,CAT018,STR006,2025-12-05,2025-12-05,Dec,Q4,2025,United Kingdom,Scotland,Scotland,Glasgow,Electronics,Small Tech,Pulse Bluetooth Speaker,In-Store,Home Office,2,60.68,0.06,114.08,78.56,35.52,0.3114,Digital Wallet,Store Pickup,4.4,0,0,Completed
ORD2025-02568,CUST01159,CAT025,ECH003,2024-02-08,2024-02-09,Feb,Q1,2024,United Kingdom,England,London,London,Personal Care,Wellbeing,PureMist Humidifier,Online,Small Business,1,54.02,0.0,54.02,39.61,14.41,0.2668,Card,Express,4.5,0,1,Completed
ORD2025-02569,CUST01059,CAT033,STR010,2024-03-14,2024-03-14,Mar,Q1,2024,United Kingdom,England,North East,Newcastle upon Tyne,Home Accessories,Decor,Elm Photo Frame Set,In-Store,Consumer,3,18.32,0.17,45.62,23.04,22.58,0.495,Card,Store Pickup,3.3,3,0,Returned
ORD2025-02570,CUST00524,CAT029,STR007,2025-07-16,2025-07-16,Jul,Q3,2025,United Kingdom,Wales,Wales,Cardiff,Storage,Laundry,FreshFold Laundry Basket,In-Store,Home Office,2,25.74,0.0,51.48,25.37,26.11,0.5072,Card,Store Pickup,4.2,0,0,Completed
ORD2025-02571,CUST00007,CAT003,STR009,2024-07-30,2024-07-30,Jul,Q3,2024,United Kingdom,England,South East,Reading,Home Accessories,Decor,Willow Ceramic Vase,In-Store,Small Business,1,24.24,0.0,24.24,11.34,12.9,0.5322,Card,Store Pickup,5.0,0,0,Completed
ORD2025-02572,CUST00747,CAT009,ECH002,2025-01-22,2025-01-25,Jan,Q1,2025,United Kingdom,England,South West,Plymouth,Furniture,Bedroom,Oxford Bedside Table,Online,Home Office,1,84.23,0.0,84.23,62.61,21.62,0.2567,Card,Standard,3.7,1,3,Returned
ORD2025-02573,CUST01072,CAT035,ECH003,2024-01-07,2024-01-10,Jan,Q1,2024,United Kingdom,England,London,London,Furniture,Workspace,Apex Office Chair,Online,Premium,1,180.62,0.08,166.17,120.61,45.56,0.2742,PayPal,Standard,4.0,0,3,Completed
ORD2025-02574,CUST00337,CAT007,ECH002,2025-09-07,2025-09-11,Sep,Q3,2025,United Kingdom,England,London,London,Furniture,Living Room,Riverside Coffee Table,Online,Small Business,1,156.73,0.0,156.73,104.74,51.99,0.3317,Card,Standard,4.4,0,4,Completed
ORD2025-02575,CUST00742,CAT033,ECH001,2025-07-23,2025-07-25,Jul,Q3,2025,United Kingdom,England,London,London,Home Accessories,Decor,Elm Photo Frame Set,Online,Premium,3,18.94,0.0,56.82,33.13,23.69,0.4169,Card,Express,4.0,0,2,Completed
ORD2025-02576,CUST01487,CAT037,STR002,2024-11-23,2024-11-24,Nov,Q4,2024,United Kingdom,England,West Midlands,Birmingham,Electronics,Workspace,Clarity Monitor Light,In-Store,Consumer,2,46.06,0.0,92.12,57.89,34.23,0.3716,Card,Click & Collect,3.9,0,1,Completed
ORD2025-02577,CUST01522,CAT015,ECH003,2025-04-05,2025-04-09,Apr,Q2,2025,United Kingdom,England,East Midlands,Leicester,Kitchen,Storage,Pantry Glass Jar Set,Online,Home Office,2,22.64,0.0,45.28,25.45,19.83,0.4379,Card,Standard,4.5,0,4,Completed
ORD2025-02578,CUST00405,CAT031,STR006,2025-03-26,2025-03-26,Mar,Q1,2025,United Kingdom,Scotland,Scotland,Glasgow,Cleaning,Home Care,PureClean Vacuum,In-Store,Consumer,2,138.35,0.0,276.7,197.28,79.42,0.287,Bank Transfer,Store Pickup,4.1,0,0,Completed
ORD2025-02579,CUST00118,CAT011,STR007,2025-06-23,2025-06-23,Jun,Q2,2025,United Kingdom,Wales,Wales,Cardiff,Furniture,Dining,Abbey Dining Chair,In-Store,Small Business,1,71.48,0.05,67.91,43.83,24.08,0.3546,Card,Store Pickup,3.8,0,0,Completed
ORD2025-02580,CUST00740,CAT039,STR004,2024-05-15,2024-05-15,May,Q2,2024,United Kingdom,England,London,London,Personal Care,Wellbeing,Serene Heated Blanket,In-Store,Home Office,1,70.77,0.0,70.77,39.58,31.19,0.4407,Bank Transfer,Store Pickup,4.3,0,0,Completed
ORD2025-02581,CUST00271,CAT021,STR005,2025-11-17,2025-11-17,Nov,Q4,2025,United Kingdom,England,South West,Bristol,Electronics,Workspace,Folio USB-C Dock,In-Store,Consumer,1,120.43,0.06,113.2,84.64,28.56,0.2523,Card,Store Pickup,4.8,0,0,Completed
ORD2025-02582,CUST01171,CAT028,STR004,2025-01-31,2025-01-31,Jan,Q1,2025,United Kingdom,England,London,London,Storage,Organisation,Studio Shelf Unit,In-Store,Home Office,3,103.9,0.11,277.41,189.32,88.09,0.3175,Card,Store Pickup,5.0,0,0,Completed
ORD2025-02583,CUST00476,CAT026,STR005,2025-12-10,2025-12-10,Dec,Q4,2025,United Kingdom,England,South West,Bristol,Personal Care,Wellbeing,CalmAir Diffuser,In-Store,Consumer,1,42.08,0.06,39.56,20.71,18.85,0.4765,Card,Store Pickup,3.9,0,0,Completed
ORD2025-02584,CUST00283,CAT036,ECH002,2025-05-06,2025-05-08,May,Q2,2025,United Kingdom,England,Yorkshire and The Humber,Leeds,Furniture,Workspace,Apex Standing Desk,Online,Consumer,1,291.35,0.0,291.35,218.68,72.67,0.2494,PayPal,Click & Collect,4.3,0,2,Completed
ORD2025-02585,CUST00504,CAT010,STR007,2024-09-01,2024-09-01,Sep,Q3,2024,United Kingdom,Wales,Wales,Cardiff,Furniture,Bedroom,Maple Chest of Drawers,In-Store,Consumer,1,256.2,0.11,228.02,185.93,42.09,0.1846,Digital Wallet,Store Pickup,4.7,0,0,Completed
ORD2025-02586,CUST01096,CAT005,STR001,2025-04-25,2025-04-26,Apr,Q2,2025,United Kingdom,England,North West,Manchester,Home Accessories,Soft Furnishings,Kensington Cushion Set,In-Store,Small Business,1,28.17,0.06,26.48,15.62,10.86,0.4101,PayPal,Click & Collect,3.9,0,1,Completed
ORD2025-02587,CUST00980,CAT032,STR007,2024-04-04,2024-04-04,Apr,Q2,2024,United Kingdom,Wales,Wales,Cardiff,Cleaning,Consumables,Eco Wipe Refill Bundle,In-Store,Consumer,2,15.98,0.07,29.72,12.75,16.97,0.571,PayPal,Store Pickup,5.0,0,0,Completed
ORD2025-02588,CUST01568,CAT003,ECH003,2024-09-04,2024-09-08,Sep,Q3,2024,United Kingdom,England,North West,Liverpool,Home Accessories,Decor,Willow Ceramic Vase,Online,Small Business,1,24.47,0.0,24.47,15.67,8.8,0.3596,Card,Standard,4.6,0,4,Completed
ORD2025-02589,CUST00567,CAT015,STR001,2024-08-18,2024-08-18,Aug,Q3,2024,United Kingdom,England,North West,Manchester,Kitchen,Storage,Pantry Glass Jar Set,In-Store,Consumer,1,21.59,0.16,18.14,9.94,8.2,0.452,Card,Store Pickup,4.7,0,0,Completed
ORD2025-02590,CUST01108,CAT001,STR003,2025-09-22,2025-09-24,Sep,Q3,2025,United Kingdom,England,Yorkshire and The Humber,Leeds,Home Accessories,Lighting,Aurora Desk Lamp,In-Store,Small Business,1,32.02,0.06,30.1,21.46,8.64,0.287,Card,Standard,4.5,0,2,Completed
ORD2025-02591,CUST00592,CAT015,ECH002,2025-03-04,2025-03-05,Mar,Q1,2025,United Kingdom,Wales,Wales,Cardiff,Kitchen,Storage,Pantry Glass Jar Set,Online,Consumer,2,21.19,0.0,42.38,22.67,19.71,0.4651,Card,Click & Collect,5.0,0,1,Completed
ORD2025-02592,CUST00642,CAT014,ECH003,2025-12-12,2025-12-17,Dec,Q4,2025,United Kingdom,England,West Midlands,Birmingham,Kitchen,Cookware,Forge Frying Pan,Online,Consumer,3,35.25,0.07,98.35,66.0,32.35,0.3289,PayPal,Standard,3.4,0,5,Completed
ORD2025-02593,CUST00405,CAT008,ECH002,2025-09-22,2025-09-27,Sep,Q3,2025,United Kingdom,England,South East,Reading,Furniture,Living Room,Camden TV Stand,Online,Consumer,1,203.17,0.0,203.17,157.14,46.03,0.2266,PayPal,Standard,4.3,0,5,Completed
ORD2025-02594,CUST01580,CAT031,ECH002,2024-03-07,2024-03-09,Mar,Q1,2024,United Kingdom,England,West Midlands,Coventry,Cleaning,Home Care,PureClean Vacuum,Online,Premium,1,135.87,0.06,127.72,109.77,17.95,0.1405,Card,Express,3.8,0,2,Completed
ORD2025-02595,CUST00524,CAT025,ECH002,2025-03-15,2025-03-17,Mar,Q1,2025,United Kingdom,England,West Midlands,Coventry,Personal Care,Wellbeing,PureMist Humidifier,Online,Small Business,3,50.45,0.06,142.27,104.7,37.57,0.2641,Digital Wallet,Express,4.4,0,2,Completed
ORD2025-02596,CUST00156,CAT030,STR009,2024-04-27,2024-04-27,Apr,Q2,2024,United Kingdom,England,South East,Reading,Cleaning,Home Care,Swift Steam Mop,In-Store,Small Business,2,86.2,0.18,141.37,109.3,32.07,0.2269,Bank Transfer,Store Pickup,4.6,0,0,Completed
ORD2025-02597,CUST00881,CAT039,STR009,2025-03-08,2025-03-08,Mar,Q1,2025,United Kingdom,England,South East,Reading,Personal Care,Wellbeing,Serene Heated Blanket,In-Store,Consumer,3,65.76,0.06,185.44,120.8,64.64,0.3486,PayPal,Store Pickup,4.1,0,0,Completed
ORD2025-02598,CUST00150,CAT006,STR005,2025-04-19,2025-04-20,Apr,Q2,2025,United Kingdom,England,South West,Bristol,Home Accessories,Soft Furnishings,Hearth Throw Blanket,In-Store,Small Business,2,36.01,0.06,67.7,37.18,30.52,0.4508,Card,Click & Collect,4.9,0,1,Completed
ORD2025-02599,CUST00646,CAT017,ECH002,2024-05-14,2024-05-16,May,Q2,2024,United Kingdom,England,North West,Manchester,Kitchen,Appliances,Harbour Toaster,Online,Consumer,1,44.41,0.07,41.3,36.91,4.39,0.1063,Card,Express,3.6,0,2,Completed
ORD2025-02600,CUST00489,CAT014,ECH002,2024-10-06,2024-10-08,Oct,Q4,2024,United Kingdom,Scotland,Scotland,Glasgow,Kitchen,Cookware,Forge Frying Pan,Online,Consumer,1,32.26,0.12,28.39,24.36,4.03,0.142,Digital Wallet,Standard,4.4,0,2,Completed
ORD2025-02601,CUST00126,CAT009,STR004,2024-02-18,2024-02-18,Feb,Q1,2024,United Kingdom,England,East of England,Norwich,Furniture,Bedroom,Oxford Bedside Table,In-Store,Consumer,1,85.43,0.11,76.03,54.48,21.55,0.2834,Card,Store Pickup,3.7,0,0,Completed
ORD2025-02602,CUST00382,CAT017,STR003,2025-11-28,2025-11-28,Nov,Q4,2025,United Kingdom,England,East of England,Cambridge,Kitchen,Appliances,Harbour Toaster,In-Store,Small Business,1,46.53,0.05,44.2,27.52,16.68,0.3774,Digital Wallet,Store Pickup,3.6,0,0,Completed
ORD2025-02603,CUST00761,CAT016,STR008,2024-08-12,2024-08-12,Aug,Q3,2024,United Kingdom,Northern Ireland,Northern Ireland,Belfast,Kitchen,Appliances,Harbour Kettle,In-Store,Small Business,4,48.71,0.05,185.1,123.24,61.86,0.3342,Card,Store Pickup,4.7,0,0,Completed
ORD2025-02604,CUST01561,CAT040,STR009,2025-06-26,2025-06-26,Jun,Q2,2025,United Kingdom,England,South East,Reading,Storage,Organisation,Loft Label Maker,In-Store,Premium,1,31.86,0.0,31.86,17.06,14.8,0.4645,Card,Store Pickup,4.7,0,0,Completed
ORD2025-02605,CUST00146,CAT040,STR007,2025-10-08,2025-10-11,Oct,Q4,2025,United Kingdom,Wales,Wales,Cardiff,Storage,Organisation,Loft Label Maker,In-Store,Home Office,4,31.45,0.0,125.8,72.85,52.95,0.4209,Digital Wallet,Standard,3.7,0,3,Completed
ORD2025-02606,CUST00773,CAT030,ECH001,2025-04-03,2025-04-08,Apr,Q2,2025,United Kingdom,England,Yorkshire and The Humber,Sheffield,Cleaning,Home Care,Swift Steam Mop,Online,Small Business,2,84.93,0.0,169.86,115.48,54.38,0.3201,Card,Standard,3.3,0,5,Delivered Late
ORD2025-02607,CUST01358,CAT023,ECH002,2024-02-18,2024-02-22,Feb,Q1,2024,United Kingdom,Scotland,Scotland,Edinburgh,Garden,Outdoor Living,Oakwell Planter Trio,Online,Consumer,4,41.46,0.0,165.84,97.82,68.02,0.4102,Card,Standard,4.1,0,4,Completed
ORD2025-02608,CUST00524,CAT031,ECH002,2025-10-12,2025-10-15,Oct,Q4,2025,United Kingdom,England,East Midlands,Leicester,Cleaning,Home Care,PureClean Vacuum,Online,Consumer,2,142.51,0.08,262.22,197.86,64.36,0.2454,PayPal,Standard,4.1,0,3,Completed
ORD2025-02609,CUST01251,CAT007,STR010,2024-09-15,2024-09-15,Sep,Q3,2024,United Kingdom,England,North East,Newcastle upon Tyne,Furniture,Living Room,Riverside Coffee Table,In-Store,Consumer,2,140.16,0.06,263.5,190.48,73.02,0.2771,Card,Store Pickup,3.6,0,0,Completed
ORD2025-02610,CUST00908,CAT033,STR003,2025-12-25,2025-12-25,Dec,Q4,2025,United Kingdom,England,Yorkshire and The Humber,Leeds,Home Accessories,Decor,Elm Photo Frame Set,In-Store,Consumer,1,19.4,0.17,16.1,7.63,8.47,0.5261,Digital Wallet,Store Pickup,4.3,0,0,Completed
ORD2025-02611,CUST01075,CAT027,ECH002,2025-08-05,2025-08-06,Aug,Q3,2025,United Kingdom,England,Yorkshire and The Humber,Sheffield,Storage,Organisation,Metro Storage Box Pack,Online,Consumer,1,19.69,0.0,19.69,16.59,3.1,0.1574,Card,Express,4.1,0,1,Completed
ORD2025-02612,CUST01140,CAT019,ECH002,2024-08-05,2024-08-07,Aug,Q3,2024,United Kingdom,England,Yorkshire and The Humber,Leeds,Electronics,Small Tech,Nova Smart Plug Twin Pack,Online,Premium,1,28.06,0.0,28.06,18.19,9.87,0.3517,Card,Standard,4.4,0,2,Completed
ORD2025-02613,CUST01319,CAT031,STR008,2025-09-25,2025-09-25,Sep,Q3,2025,United Kingdom,Northern Ireland,Northern Ireland,Belfast,Cleaning,Home Care,PureClean Vacuum,In-Store,Small Business,1,134.32,0.0,134.32,93.85,40.47,0.3013,PayPal,Store Pickup,4.5,0,0,Completed
ORD2025-02614,CUST01488,CAT012,STR008,2025-02-04,2025-02-04,Feb,Q1,2025,United Kingdom,Northern Ireland,Northern Ireland,Derry,Furniture,Dining,Bromley Dining Table,In-Store,Consumer,1,308.52,0.06,290.01,240.44,49.57,0.1709,Card,Store Pickup,2.4,1,0,Returned
ORD2025-02615,CUST01288,CAT018,STR006,2024-10-13,2024-10-13,Oct,Q4,2024,United Kingdom,Scotland,Scotland,Glasgow,Electronics,Small Tech,Pulse Bluetooth Speaker,In-Store,Consumer,3,58.2,0.21,137.93,117.16,20.77,0.1506,PayPal,Store Pickup,4.5,0,0,Completed
ORD2025-02616,CUST00990,CAT038,ECH003,2024-11-18,2024-11-19,Nov,Q4,2024,United Kingdom,England,London,London,Garden,Outdoor Living,Verde Folding Chair,Online,Small Business,1,66.56,0.06,62.57,35.84,26.73,0.4272,Digital Wallet,Click & Collect,3.9,0,1,Completed
ORD2025-02617,CUST00054,CAT035,STR001,2025-04-24,2025-04-24,Apr,Q2,2025,United Kingdom,England,London,London,Furniture,Workspace,Apex Office Chair,In-Store,Consumer,1,176.02,0.11,156.66,110.79,45.87,0.2928,Card,Store Pickup,4.3,0,0,Completed
ORD2025-02618,CUST00965,CAT017,STR004,2025-06-03,2025-06-05,Jun,Q2,2025,United Kingdom,England,East of England,Norwich,Kitchen,Appliances,Harbour Toaster,In-Store,Premium,1,43.91,0.1,39.52,30.83,8.69,0.2199,PayPal,Standard,4.6,0,2,Completed
ORD2025-02619,CUST01534,CAT008,STR001,2025-12-08,2025-12-08,Dec,Q4,2025,United Kingdom,England,North West,Manchester,Furniture,Living Room,Camden TV Stand,In-Store,Home Office,1,221.8,0.0,221.8,143.18,78.62,0.3545,PayPal,Store Pickup,4.0,0,0,Completed
ORD2025-02620,CUST00952,CAT010,ECH001,2025-03-31,2025-04-03,Mar,Q1,2025,United Kingdom,England,Yorkshire and The Humber,Leeds,Furniture,Bedroom,Maple Chest of Drawers,Online,Premium,1,246.96,0.05,234.61,192.32,42.29,0.1803,Bank Transfer,Click & Collect,4.6,0,3,Completed
ORD2025-02621,CUST00753,CAT030,ECH001,2025-05-10,2025-05-14,May,Q2,2025,United Kingdom,England,South East,Reading,Cleaning,Home Care,Swift Steam Mop,Online,Premium,2,81.41,0.0,162.82,118.77,44.05,0.2705,Card,Standard,4.4,0,4,Completed
ORD2025-02622,CUST00482,CAT003,STR005,2025-08-05,2025-08-05,Aug,Q3,2025,United Kingdom,England,South West,Bristol,Home Accessories,Decor,Willow Ceramic Vase,In-Store,Consumer,2,23.6,0.0,47.2,23.14,24.06,0.5097,Digital Wallet,Store Pickup,3.8,0,0,Completed
